XM_026971221.1	LOC105288151
XM_011332277.3	LOC105275450
XM_011332279.3	LOC105275451
XM_011332275.3	LOC105275448
XM_011332276.3	LOC105275449
XM_011332272.3	LOC105275446
XM_020030456.2	LOC105275447
XM_026971794.1	LOC113562378
XM_011332611.3	LOC105275638
XM_026971793.1	LOC113562377
XM_026972074.1	LOC113562481
XM_026972075.1	LOC113562482
XM_011352548.2	LOC105287116
XM_026972076.1	LOC113562483
XM_011337735.2	LOC105278558
XM_011337726.3	LOC105278556
XM_011337723.3	LOC105278553
XM_026971758.1	LOC105278571
XM_026971575.1	LOC105278570
XM_026971574.1	LOC105280698
XM_011341416.2	LOC105280699
XM_011341419.3	LOC105280700
XM_011341430.3	LOC105280707
XM_011341428.3	LOC105280706
XM_026971951.1	LOC105280705
XM_011341425.3	LOC105280704
XM_011341424.3	LOC105280703
XM_011341420.3	LOC105280702
XM_011341434.3	LOC105280709
XM_011341431.3	LOC105280708
XM_011341435.2	LOC105280711
XM_011341436.2	LOC105280712
XM_011341438.3	LOC105280713
XM_011341440.2	LOC105280714
XM_020032114.2	LOC109611055
XM_026972077.1	LOC113562484
XM_020032113.2	LOC105280715
XM_011341445.3	LOC105280717
XM_011341447.2	LOC105280719
XM_011341448.3	LOC105280720
XM_011341450.3	LOC105280721
XM_026971945.1	LOC105280722
XM_026972079.1	LOC105280724
XM_011341452.3	LOC105280723
XM_011341458.3	LOC105280727
XM_011341459.3	LOC105280728
XM_020032106.2	LOC105280730
XM_011341467.2	LOC105280729
XM_026971947.1	LOC105280794
XM_011341484.3	LOC105280735
XM_011341482.3	LOC105280734
XM_011341479.3	LOC105280733
XM_011341478.3	LOC105280732
XM_011341477.3	LOC105280731
XM_026971791.1	LOC113562376
XM_026971972.1	LOC105280738
XM_011341490.3	LOC105280737
XM_011341494.3	LOC105280739
XM_011341507.3	LOC105280743
XM_011341504.3	LOC105280741
XM_011341495.2	LOC105280740
XM_011341508.3	LOC105280745
XM_011341510.2	LOC105280747
XM_011341509.3	LOC105280746
XM_011341511.2	LOC105280748
XM_011341512.3	LOC105280749
XM_011341513.3	LOC105280750
XM_026971762.1	LOC105280752
XM_011341515.3	LOC105280753
XM_011341516.3	LOC105280754
XM_020032124.2	LOC105280755
XM_011341527.3	LOC105280757
XM_011341522.2	LOC105280756
XM_011341530.3	LOC105280759
XM_020032110.2	LOC105280762
XM_011341551.3	LOC105280765
XM_011341548.3	LOC105280763
XM_011341558.3	LOC105280772
XM_011341554.3	LOC105280769
XM_011341552.3	LOC105280768
XM_011341560.3	LOC105280773
XM_011341562.3	LOC105280774
XM_011341563.2	LOC105280775
XM_011341566.3	LOC105280776
XM_011341572.3	LOC105280777
XM_026971868.1	LOC105280778
XM_011341581.3	LOC105280781
XM_011341575.3	LOC105280779
XM_020032120.2	LOC105280782
XM_011341587.3	LOC105280784
XM_011341591.3	LOC105280786
XM_011341590.3	LOC105280785
XM_011341592.3	LOC105280787
XM_011341595.3	LOC105280788
XM_011341597.3	LOC105280789
XM_011341598.3	LOC105280790
XM_011341600.3	LOC105280791
XM_011341602.3	LOC105280793
XM_011333886.3	LOC105276354
XM_026971786.1	LOC105276358
XM_011333898.3	LOC105276360
XM_011333899.3	LOC105276361
XM_011333900.2	LOC105276362
XM_011333904.3	LOC105276363
XM_011333907.3	LOC105276365
XM_011333910.3	LOC105276366
XM_011333914.3	LOC105276367
XM_011333924.3	LOC105276370
XM_011333917.2	LOC105276369
XM_026971669.1	LOC113562352
XM_011333926.3	LOC105276372
XM_011333925.3	LOC105276371
XM_011333927.3	LOC105276373
XM_020030703.2	LOC105276376
XM_011333931.3	LOC105276375
XM_011333930.3	LOC105276374
XM_026971668.1	LOC105276377
XM_020030284.2	LOC105275058
XM_020030283.2	LOC109610672
XM_011331697.3	LOC105275057
XM_011331689.3	LOC105275055
XM_011331687.3	LOC105275054
XM_011331680.3	LOC105275048
XM_026971747.1	LOC105275053
XM_011331671.3	LOC105275047
XM_011331664.3	LOC105275045
XM_026971954.1	LOC105275043
XM_026972080.1	LOC105275040
XM_011331649.3	LOC105275041
XM_020030267.1	LOC105275067
XM_011331643.1	LOC105275039
XM_026972081.1	LOC113562485
XM_011331642.3	LOC105275037
XM_011331640.3	LOC105275036
XM_011331639.3	LOC105275035
XM_011331635.3	LOC105275033
XM_026971880.1	LOC105275034
XM_011331634.3	LOC105275031
XM_011331619.3	LOC105275025
XM_011331623.3	LOC105275026
XM_026971882.1	LOC105275066
XM_011331625.3	LOC105275027
XM_026971878.1	LOC105275064
XM_011331626.3	LOC105275028
XM_026971886.1	LOC105275030
XM_026972093.1	LOC105275023
XM_026972082.1	LOC113562486
XM_011331613.3	LOC105275021
XM_026971670.1	LOC105275019
XM_011331603.3	LOC105275017
XM_026971757.1	LOC113562368
XM_011331598.3	LOC105275015
XM_011331602.3	LOC105275016
XM_011331596.3	LOC105275014
XM_011331595.3	LOC105275013
XM_011331592.3	LOC105275012
XM_011331589.3	LOC105275011
XM_026972083.1	LOC105275061
XM_026972085.1	LOC105275060
XM_026971821.1	LOC113561385
XM_026972086.1	LOC105284889
XM_026972008.1	LOC113561425
XM_026972011.1	LOC105284890
XM_011348713.2	LOC105284886
XM_011348707.3	LOC105284883
XM_011348711.3	LOC105284885
XM_011348698.3	LOC105284881
XM_011348702.3	LOC105284882
XM_011348697.3	LOC105284880
XM_011348696.3	LOC105284879
XM_011348693.3	LOC105284877
XM_011348688.3	LOC105284876
XM_026971957.1	LOC105284875
XM_011348682.3	LOC105284872
XM_011348684.3	LOC105284873
XM_011348681.3	LOC105284871
XM_011348679.3	LOC105284870
XM_011348677.2	LOC105284869
XM_011348670.3	LOC105284868
XM_026971960.1	LOC105284867
XM_026971933.1	LOC105284864
XM_026971925.1	LOC105285680
XM_011350037.3	LOC105285677
XM_026971927.1	LOC105285678
XM_011350026.3	LOC105285672
XM_011350029.3	LOC105285673
XM_011350031.3	LOC105285675
XM_011350033.3	LOC105285676
XM_026971926.1	LOC105285671
XM_011350020.3	LOC105285669
XM_026971937.1	LOC105285670
XM_011350019.3	LOC105285668
XM_011350013.3	LOC105285666
XM_011350010.3	LOC105285665
XM_011350009.3	LOC105285664
XM_026972104.1	LOC105285658
XM_011350005.3	LOC105285660
XM_011350003.2	LOC105285657
XM_011350000.3	LOC105285656
XM_026971875.1	LOC105285653
XM_011349992.3	LOC105285654
XM_026971874.1	LOC105285655
XM_011349983.3	LOC105285648
XM_011349985.3	LOC105285650
XM_026971876.1	LOC105285652
XM_011349982.2	LOC105285647
XM_026971605.1	LOC105285646
XM_011349973.3	LOC105285644
XM_026972087.1	LOC113562488
XM_011349975.3	LOC105285645
XM_026971597.1	LOC105285643
XM_026971601.1	LOC105285639
XM_026971603.1	LOC105285635
XM_011349954.3	LOC105285636
XM_026971606.1	LOC105285637
XM_011349960.3	LOC105285638
XM_011349940.3	LOC105285628
XM_011349941.3	LOC105285629
XM_011349944.3	LOC105285630
XM_011349945.3	LOC105285631
XM_020033699.2	LOC105285632
XM_011349949.3	LOC105285633
XM_011349938.3	LOC105285626
XM_011349935.3	LOC105285625
XM_011349931.3	LOC105285623
XM_011349928.3	LOC105285622
XM_011350054.1	LOC105285683
XM_026971913.1	LOC105285619
XM_011349904.3	LOC105285618
XM_026972000.1	LOC105280322
XM_026972002.1	LOC105280300
XM_011340599.3	LOC105280247
XM_026971698.1	LOC105280241
XM_020031972.2	LOC105280258
XM_011340641.3	LOC105280265
XM_020031942.2	LOC105280283
XM_011340557.3	LOC105280218
XM_011340575.3	LOC105280233
XM_026971703.1	LOC105280345
XM_011340537.2	LOC105280207
XM_011340526.3	LOC105280199
XM_020031848.2	LOC105280179
XM_011340514.3	LOC105280194
XM_011340484.3	LOC105280168
XM_011340339.3	LOC105280103
XM_011340386.3	LOC105280112
XM_020032004.2	LOC109611038
XM_020032005.2	LOC109611039
XM_011340409.3	LOC105280142
XM_011340440.2	LOC105280148
XM_026971708.1	LOC105280084
XM_011340242.3	LOC105280058
XM_011340223.3	LOC105280044
XM_011340254.3	LOC105280064
XM_020031932.2	LOC105280343
XM_011340275.3	LOC105280072
XM_026972088.1	LOC105280335
XM_011340191.3	LOC105280019
XM_011340155.3	LOC105279994
XM_026971745.1	LOC105280008
XM_011340116.3	LOC105279975
XM_011340136.3	LOC105279984
XM_011340067.3	LOC105279939
XM_011340093.3	LOC105279958
XM_011340076.3	LOC105279948
XM_011340104.3	LOC105279968
XM_026971799.1	LOC113562382
XM_011333665.3	LOC105276215
XM_026972133.1	LOC113562511
XM_011333420.3	LOC105276082
XM_020030632.2	LOC105276086
XM_011333429.3	LOC105276087
XM_011333430.3	LOC105276088
XM_011333433.3	LOC105276089
XM_011333437.3	LOC105276090
XM_011333438.3	LOC105276091
XM_026972231.1	LOC105276093
XM_011333441.3	LOC105276095
XM_011333444.3	LOC105276098
XM_011333443.3	LOC105276097
XM_011333446.3	LOC105276099
XM_011333447.3	LOC105276100
XM_011333448.3	LOC105276101
XM_011333449.3	LOC105276102
XM_011333451.3	LOC105276103
XM_011333452.3	LOC105276104
XM_011333453.3	LOC105276106
XM_011333460.3	LOC105276107
XM_011333461.3	LOC105276108
XM_011333462.3	LOC105276109
XM_011333467.3	LOC105276111
XM_011333466.3	LOC105276110
XM_011333469.3	LOC105276112
XM_011333475.3	LOC105276116
XM_011333474.3	LOC105276115
XM_011333472.3	LOC105276114
XM_011333470.3	LOC105276113
XM_026972311.1	LOC105276117
XM_026972314.1	LOC105276120
XM_011333479.3	LOC105276119
XM_011333487.3	LOC105276122
XM_011333489.3	LOC105276123
XM_011333490.3	LOC105276124
XM_011333494.3	LOC105276127
XM_011333493.3	LOC105276125
XM_011333495.3	LOC105276128
XM_011333496.3	LOC105276129
XM_011333497.2	LOC105276130
XM_011333843.2	LOC105276321
XM_026972288.1	LOC105276133
XM_026972285.1	LOC105276132
XM_011333508.3	LOC105276134
XM_020030639.2	LOC105276137
XM_011333509.3	LOC105276136
XM_011333515.3	LOC105276138
XM_011333518.2	LOC105276139
XM_011333519.3	LOC105276140
XM_011333521.3	LOC105276142
XM_011333523.2	LOC105276143
XM_011333526.3	LOC105276144
XM_026972461.1	LOC105276145
XM_011333529.3	LOC105276146
XM_026972464.1	LOC105276322
XM_011333531.3	LOC105276148
XM_011333530.2	LOC105276147
XM_011333538.3	LOC105276153
XM_026972173.1	LOC105276152
XM_011333535.3	LOC105276151
XM_011333534.3	LOC105276149
XM_011333539.2	LOC105276154
XM_026972315.1	LOC105276323
XM_011333544.2	LOC105276157
XM_011333543.3	LOC105276156
XM_011333540.3	LOC105276155
XM_026972190.1	LOC105276160
XM_011333547.3	LOC105276161
XM_011333549.3	LOC105276162
XM_011333553.3	LOC105276163
XM_011333554.3	LOC105276164
XM_011333560.3	LOC105276167
XM_020030591.2	LOC105276166
XM_011333563.3	LOC105276168
XM_011333566.3	LOC105276171
XM_011333565.3	LOC105276169
XM_011333567.3	LOC105276173
XM_011333570.3	LOC105276174
XM_011333573.3	LOC105276176
XM_011333572.3	LOC105276175
XM_011333575.3	LOC105276178
XM_011333574.3	LOC105276177
XM_011333577.3	LOC105276179
XM_011333578.3	LOC105276181
XM_026972175.1	LOC105276183
XM_026972185.1	LOC105276182
XM_011333614.2	LOC105276188
XM_011333611.2	LOC105276185
XM_026972167.1	LOC105276191
XM_011333618.3	LOC105276190
XM_026972316.1	LOC113562565
XM_011333616.3	LOC105276189
XM_011333625.3	LOC105276194
XM_011333628.3	LOC105276195
XM_011333632.3	LOC105276197
XM_011333629.3	LOC105276196
XM_011333633.3	LOC105276198
XM_026972504.1	LOC105276201
XM_011333644.3	LOC105276203
XM_011333643.3	LOC105276202
XM_026972500.1	LOC105276204
XM_011333646.3	LOC105276205
XM_011333648.3	LOC105276207
XM_011333650.3	LOC105276208
XM_011333654.3	LOC105276209
XM_011333662.3	LOC105276212
XM_011333660.3	LOC105276211
XM_011333656.3	LOC105276210
XM_026972498.1	LOC113561409
XM_011333663.3	LOC105276213
XM_026972497.1	LOC105276214
XM_011333666.3	LOC105276216
XM_011333669.3	LOC105276218
XM_026972507.1	LOC105276326
XM_026972317.1	LOC113561397
XM_011333667.3	LOC105276217
XM_020030610.2	LOC105276327
XM_026972506.1	LOC105276219
XM_011333671.3	LOC105276220
XM_011333679.3	LOC105276222
XM_011333681.3	LOC105276223
XM_026972501.1	LOC105276224
XM_011333685.2	LOC105276226
XM_011333684.3	LOC105276225
XM_011333686.3	LOC105276227
XM_011333691.3	LOC105276228
XM_011333696.3	LOC105276230
XM_011333692.3	LOC105276229
XM_011333698.3	LOC105276232
XM_011333701.3	LOC105276233
XM_026972223.1	LOC105276234
XM_026972335.1	LOC105276236
XM_011333710.3	LOC105276237
XM_011333711.2	LOC105276238
XM_026972325.1	LOC105276239
XM_026972328.1	LOC105276243
XM_011333739.2	LOC105276250
XM_026972541.1	LOC113562623
XM_026972550.1	LOC113562624
XM_020030670.2	LOC105276249
XM_026972539.1	LOC105276247
XM_026972318.1	LOC105276245
XM_011333745.3	LOC105276251
XM_026972544.1	LOC105276258
XM_026972548.1	LOC105276257
XM_026972542.1	LOC105276256
XM_011333750.3	LOC105276254
XM_011333748.3	LOC105276253
XM_011333754.3	LOC105276259
XM_011333755.2	LOC105276260
XM_011333756.3	LOC105276261
XM_011333757.3	LOC105276262
XM_020030640.2	LOC105276264
XM_011333758.3	LOC105276263
XM_011333765.3	LOC105276266
XM_011333769.3	LOC105276268
XM_011333768.3	LOC105276267
XM_026972558.1	LOC105276271
XM_011333776.3	LOC105276272
XM_020030642.2	LOC105276273
XM_026972555.1	LOC105276276
XM_026972551.1	LOC105276279
XM_011333783.3	LOC105276278
XM_011333786.3	LOC105276280
XM_011333787.3	LOC105276281
XM_011333789.3	LOC105276282
XM_026972296.1	LOC105276286
XM_026972297.1	LOC113562557
XM_026972320.1	LOC113562567
XM_026972321.1	LOC113562568
XM_026972295.1	LOC113561413
XM_011333790.3	LOC105276284
XM_026972292.1	LOC105276288
XM_011333808.3	LOC105276292
XM_026972114.1	LOC105276290
XM_011333813.3	LOC105276295
XM_011333815.3	LOC105276296
XM_020030694.2	LOC105276297
XM_020032936.2	LOC105283218
XM_026972747.1	LOC105283219
XM_011345819.3	LOC105283221
XM_026972746.1	LOC113562676
XM_011345821.3	LOC105283222
XM_026972242.1	LOC105283223
XM_011345823.3	LOC105283224
XM_011345824.3	LOC105283226
XM_011345826.3	LOC105283227
XM_026972323.1	LOC105283229
XM_026972721.1	LOC105286418
XM_011339413.3	LOC105279555
XM_011339412.3	LOC105279554
XM_026972724.1	LOC113562672
XM_026972725.1	LOC113562673
XM_026972720.1	LOC105283666
XM_011346669.3	LOC105283693
XM_011346796.2	LOC105283760
XM_011346771.3	LOC105283745
XM_011346756.3	LOC105283738
XM_011346739.3	LOC105283713
XM_011346691.2	LOC105283706
XM_011346683.3	LOC105283699
XM_026972458.1	LOC105283768
XM_026972456.1	LOC105283752
XM_011342371.3	LOC105281284
XM_011342373.2	LOC105281285
XM_026972191.1	LOC105281287
XM_011342374.3	LOC105281286
XM_011342379.3	LOC105281288
XM_011342387.3	LOC105281290
XM_011342388.3	LOC105281291
XM_011342397.3	LOC105281293
XM_011342399.3	LOC105281294
XM_026972566.1	LOC105281298
XM_020032284.2	LOC105281297
XM_026972576.1	LOC113562626
XM_020032285.2	LOC105281295
XM_026972567.1	LOC105281299
XM_011342420.3	LOC105281300
XM_011345213.2	LOC105282903
XM_011345210.3	LOC105282901
XM_026972254.1	LOC113562545
XM_026972337.1	LOC113562570
XM_026972338.1	LOC113562571
XM_011334672.2	LOC105276782
XM_026972343.1	LOC113562573
XM_026972303.1	LOC113562562
XM_011334673.3	LOC105276783
XM_011334674.3	LOC105276784
XM_026972347.1	LOC113562574
XM_011344945.2	LOC105282721
XM_011352575.2	LOC105287129
XM_026972348.1	LOC113562575
XM_026972349.1	LOC113562576
XM_026972304.1	LOC109611517
XM_026972356.1	LOC113562578
XM_011340020.2	LOC105279901
XM_011344150.2	LOC105282282
XM_011344174.2	LOC105282294
XM_026972219.1	LOC113562531
XM_026972218.1	LOC113562530
XM_011353755.3	LOC105287893
XM_011353756.1	LOC105287896
XM_011353757.1	LOC105287897
XM_026972361.1	LOC113562581
XM_026972362.1	LOC113562582
XM_026972363.1	LOC113562583
XM_026972364.1	LOC113562584
XM_026972451.1	LOC113562612
XM_026972366.1	LOC113562586
XM_011345946.2	LOC105283307
XM_026972368.1	LOC113562587
XM_026972444.1	LOC113562609
XM_026972370.1	LOC113562588
XM_026972378.1	LOC113562590
XM_011331802.2	LOC105275146
XM_026972380.1	LOC113562592
XM_011331804.2	LOC105275147
XM_011331805.1	LOC105275148
XM_026972391.1	LOC113562595
XM_026972392.1	LOC113562596
XM_026972248.1	LOC113562540
XM_026972250.1	LOC113562542
XM_026972251.1	LOC113562543
XM_026972249.1	LOC113562541
XM_026972612.1	LOC113562635
XM_026972613.1	LOC105283416
XM_026972614.1	LOC113562636
XM_011346141.1	LOC105283415
XM_011348958.2	LOC105285039
XM_026972301.1	LOC113562561
XM_026972615.1	LOC105285042
XM_026972319.1	LOC113562566
XM_026972193.1	LOC105279114
XM_026972198.1	LOC105285041
XM_020033497.2	LOC105285036
XM_026972200.1	LOC113561392
XM_026972199.1	LOC113562520
XM_026972344.1	LOC105286608
XM_011345510.3	LOC105283056
XM_026972616.1	LOC113562637
XM_026972617.1	LOC113562638
XM_026972618.1	LOC105278949
XM_026972619.1	LOC113562640
XM_026972298.1	LOC113562560
XM_026972277.1	LOC113562551
XM_026972408.1	LOC113562599
XM_026972412.1	LOC113562600
XM_026972228.1	LOC113562534
XM_026972621.1	LOC105280831
XM_026972622.1	LOC113562643
XM_026972623.1	LOC113562644
XM_026972624.1	LOC113562645
XM_026972625.1	LOC105275209
XM_020030313.2	LOC109610716
XM_011334404.3	LOC105276625
XM_011334405.2	LOC105276626
XM_011334407.3	LOC105276628
XM_011334410.1	LOC105276631
XM_026972709.1	LOC105276633
XM_011334415.1	LOC105276634
XM_026972713.1	LOC113562670
XM_026972627.1	LOC113562647
XM_026972628.1	LOC113562648
XM_026972630.1	LOC113562649
XM_026972631.1	LOC113562650
XM_026972714.1	LOC113562671
XM_020032577.2	LOC105282223
XM_026972255.1	LOC113562546
XM_026972256.1	LOC113562547
XM_011339541.3	LOC105279642
XM_026972632.1	LOC105279640
XM_011339538.3	LOC105279641
XM_026972263.1	LOC105279638
XM_011339526.2	LOC105279635
XM_011339527.3	LOC105279636
XM_011339524.2	LOC105279634
XM_011339518.3	LOC105279631
XM_011339520.2	LOC105279632
XM_011339521.3	LOC105279633
XM_026972726.1	LOC105279628
XM_026972728.1	LOC105279630
XM_011339507.3	LOC105279627
XM_011339505.3	LOC105279626
XM_011339501.3	LOC105279623
XM_011339500.3	LOC105279622
XM_011339498.3	LOC105279620
XM_011339495.3	LOC105279617
XM_011339496.3	LOC105279618
XM_011339497.2	LOC105279619
XM_011339491.2	LOC105279614
XM_011339490.2	LOC105279613
XM_011339488.3	LOC105279611
XM_011339475.3	LOC105279601
XM_020031745.2	LOC105279602
XM_011339480.3	LOC105279605
XM_011339481.2	LOC105279606
XM_011339482.3	LOC105279607
XM_011339485.3	LOC105279610
XM_026972745.1	LOC109610982
XM_011339472.2	LOC105279599
XM_011349812.2	LOC105285557
XM_011349811.3	LOC105285556
XM_011349813.2	LOC105285558
XM_020033672.2	LOC109611368
XM_020033671.2	LOC105285554
XM_011349809.3	LOC105285555
XM_011349804.3	LOC105285553
XM_026972560.1	LOC113562625
XM_026972564.1	LOC105285560
XM_026972562.1	LOC105285551
XM_011349798.3	LOC105285549
XM_011349799.3	LOC105285550
XM_011349796.3	LOC105285548
XM_011349792.3	LOC105285545
XM_011349794.3	LOC105285546
XM_011349790.2	LOC105285544
XM_011349786.3	LOC105285540
XM_026972537.1	LOC105285542
XM_011349788.3	LOC105285541
XM_026972634.1	LOC113562652
XM_011349784.2	LOC105285538
XM_026972131.1	LOC105285535
XM_011349780.2	LOC105285534
XM_011349779.3	LOC105285533
XM_011349777.3	LOC105285531
XM_026972132.1	LOC113562507
XM_011349774.3	LOC105285529
XM_026972454.1	LOC105285559
XM_011338616.3	LOC105279074
XM_011338612.3	LOC105279073
XM_026972455.1	LOC113562613
XM_011338611.2	LOC105279072
XM_011338606.3	LOC105279066
XM_011338607.2	LOC105279067
XM_026972281.1	LOC105279069
XM_026972278.1	LOC105279071
XM_026972279.1	LOC113562552
XM_011338603.2	LOC105279064
XM_011338602.3	LOC105279063
XM_011338601.3	LOC105279062
XM_020031521.2	LOC105279079
XM_026972635.1	LOC113562653
XM_026972636.1	LOC105279078
XM_011338600.3	LOC105279060
XM_026972280.1	LOC113562553
XM_011338599.2	LOC105279059
XM_020031555.2	LOC109610951
XM_020031554.2	LOC105279077
XM_011338598.1	LOC105279058
XM_011338597.1	LOC105279057
XM_011338596.1	LOC105279056
XM_026972433.1	LOC105279055
XM_026972411.1	LOC105279054
XM_011338592.3	LOC105279053
XM_011338589.3	LOC105279051
XM_011338590.3	LOC105279052
XM_011338588.3	LOC105279050
XM_020031549.2	LOC105279076
XM_011338587.2	LOC105279049
XM_026972145.1	LOC105279048
XM_011338583.3	LOC105279045
XM_011338584.3	LOC105279046
XM_011338585.2	LOC105279047
XM_026972121.1	LOC105279043
XM_011338581.3	LOC105279044
XM_011338572.3	LOC105279039
XM_011338574.3	LOC105279040
XM_011338575.3	LOC105279041
XM_026972127.1	LOC105279042
XM_020031544.2	LOC105279038
XM_026972673.1	LOC105279031
